Timestamp,Screenshot,Result File,HTML Report,ZIP Archive
20250722_162313,data/runs/run_20250722_162313/screenshot.png,data/runs/run_20250722_162313/result.txt,data/runs/run_20250722_162313/report.html,data/runs/run_20250722_162313/archive.zip
